기준연도,기준월,시도명,시군구명,법정동,확진자수
2021,8,서울특별시,마포구,상수동,11
2021,9,서울특별시,마포구,상수동,18
2021,10,서울특별시,마포구,상수동,3
2021,11,서울특별시,마포구,상수동,12
2021,12,서울특별시,마포구,상수동,34
2022,1,서울특별시,마포구,상수동,54
2022,2,서울특별시,마포구,상수동,448
2022,3,서울특별시,마포구,상수동,1428
2022,4,서울특별시,마포구,상수동,489
2022,5,서울특별시,마포구,상수동,163
2022,6,서울특별시,마포구,상수동,62
2022,7,서울특별시,마포구,상수동,317
2022,8,서울특별시,마포구,상수동,454
2022,9,서울특별시,마포구,상수동,191
2022,10,서울특별시,마포구,상수동,136
2022,11,서울특별시,마포구,상수동,214
2022,12,서울특별시,마포구,상수동,281
2020,1,서울특별시,마포구,상암동,0
2020,2,서울특별시,마포구,상암동,0
2020,3,서울특별시,마포구,상암동,0
2020,4,서울특별시,마포구,상암동,0
2020,5,서울특별시,마포구,상암동,0
2020,6,서울특별시,마포구,상암동,2
2020,7,서울특별시,마포구,상암동,0
2020,8,서울특별시,마포구,상암동,6
2020,9,서울특별시,마포구,상암동,2
2020,10,서울특별시,마포구,상암동,3
2020,11,서울특별시,마포구,상암동,8
2020,12,서울특별시,마포구,상암동,27
2021,1,서울특별시,마포구,상암동,10
2021,2,서울특별시,마포구,상암동,12
2021,3,서울특별시,마포구,상암동,6
2021,4,서울특별시,마포구,상암동,28
2021,5,서울특별시,마포구,상암동,9
2021,6,서울특별시,마포구,상암동,33
2021,7,서울특별시,마포구,상암동,63
2021,8,서울특별시,마포구,상암동,59
2021,9,서울특별시,마포구,상암동,60
2021,10,서울특별시,마포구,상암동,51
2021,11,서울특별시,마포구,상암동,77
2021,12,서울특별시,마포구,상암동,159
2022,1,서울특별시,마포구,상암동,187
2022,2,서울특별시,마포구,상암동,1817
2022,3,서울특별시,마포구,상암동,5852
2022,4,서울특별시,마포구,상암동,2015
2022,5,서울특별시,마포구,상암동,402
2022,6,서울특별시,마포구,상암동,159
2022,7,서울특별시,마포구,상암동,1045
2022,8,서울특별시,마포구,상암동,1941
2022,9,서울특별시,마포구,상암동,862
2022,10,서울특별시,마포구,상암동,656
2022,11,서울특별시,마포구,상암동,938
2022,12,서울특별시,마포구,상암동,1193
2020,1,서울특별시,마포구,서교동,0
2020,2,서울특별시,마포구,서교동,0
2020,3,서울특별시,마포구,서교동,0
2020,4,서울특별시,마포구,서교동,1
2020,5,서울특별시,마포구,서교동,0
2020,6,서울특별시,마포구,서교동,0
2020,7,서울특별시,마포구,서교동,2
2020,8,서울특별시,마포구,서교동,2
2020,9,서울특별시,마포구,서교동,0
2020,10,서울특별시,마포구,서교동,0
2020,11,서울특별시,마포구,서교동,11
2020,12,서울특별시,마포구,서교동,19
2021,1,서울특별시,마포구,서교동,7
2021,2,서울특별시,마포구,서교동,5
2021,3,서울특별시,마포구,서교동,3
2021,4,서울특별시,마포구,서교동,12
2021,5,서울특별시,마포구,서교동,13
2021,6,서울특별시,마포구,서교동,18
2021,7,서울특별시,마포구,서교동,63
2021,8,서울특별시,마포구,서교동,64
2021,9,서울특별시,마포구,서교동,70
2021,10,서울특별시,마포구,서교동,29
2021,11,서울특별시,마포구,서교동,52
2021,12,서울특별시,마포구,서교동,111
2022,1,서울특별시,마포구,서교동,132
2022,2,서울특별시,마포구,서교동,1036
2022,3,서울특별시,마포구,서교동,3554
2022,4,서울특별시,마포구,서교동,1318
2022,5,서울특별시,마포구,서교동,316
2022,6,서울특별시,마포구,서교동,151
2022,7,서울특별시,마포구,서교동,769
2022,8,서울특별시,마포구,서교동,1165
2022,9,서울특별시,마포구,서교동,456
2022,10,서울특별시,마포구,서교동,320
2022,11,서울특별시,마포구,서교동,602
2022,12,서울특별시,마포구,서교동,712
2020,1,서울특별시,마포구,성산동,0
2020,2,서울특별시,마포구,성산동,0
2020,3,서울특별시,마포구,성산동,3
2020,4,서울특별시,마포구,성산동,0
2020,5,서울특별시,마포구,성산동,0
2020,6,서울특별시,마포구,성산동,0
2020,7,서울특별시,마포구,성산동,4
2020,8,서울특별시,마포구,성산동,9
2020,9,서울특별시,마포구,성산동,6
2020,10,서울특별시,마포구,성산동,6
2020,11,서울특별시,마포구,성산동,16
2020,12,서울특별시,마포구,성산동,54
2021,1,서울특별시,마포구,성산동,20
2021,2,서울특별시,마포구,성산동,6
2021,3,서울특별시,마포구,성산동,17
2021,4,서울특별시,마포구,성산동,20
2021,5,서울특별시,마포구,성산동,11
2021,6,서울특별시,마포구,성산동,29
2021,7,서울특별시,마포구,성산동,52
2021,8,서울특별시,마포구,성산동,136
2021,9,서울특별시,마포구,성산동,104
2021,10,서울특별시,마포구,성산동,97
2021,11,서울특별시,마포구,성산동,132
2021,12,서울특별시,마포구,성산동,296
2022,1,서울특별시,마포구,성산동,220
2022,2,서울특별시,마포구,성산동,2357
2022,3,서울특별시,마포구,성산동,9334
2022,4,서울특별시,마포구,성산동,3086
2022,5,서울특별시,마포구,성산동,603
2022,6,서울특별시,마포구,성산동,224
2022,7,서울특별시,마포구,성산동,1618
2022,8,서울특별시,마포구,성산동,2776
2022,9,서울특별시,마포구,성산동,1225
2022,10,서울특별시,마포구,성산동,831
2022,11,서울특별시,마포구,성산동,1497
2022,12,서울특별시,마포구,성산동,1800
2020,1,서울특별시,마포구,신공덕동,0
2020,2,서울특별시,마포구,신공덕동,0
2020,3,서울특별시,마포구,신공덕동,2
2020,4,서울특별시,마포구,신공덕동,0
2020,5,서울특별시,마포구,신공덕동,0
2020,6,서울특별시,마포구,신공덕동,2
2020,7,서울특별시,마포구,신공덕동,0
2020,8,서울특별시,마포구,신공덕동,7
2020,9,서울특별시,마포구,신공덕동,3
2020,10,서울특별시,마포구,신공덕동,0
2020,11,서울특별시,마포구,신공덕동,2
2020,12,서울특별시,마포구,신공덕동,10
2021,1,서울특별시,마포구,신공덕동,4
2021,2,서울특별시,마포구,신공덕동,2
2021,3,서울특별시,마포구,신공덕동,6
2021,4,서울특별시,마포구,신공덕동,6
2021,5,서울특별시,마포구,신공덕동,10
2021,6,서울특별시,마포구,신공덕동,13
2021,7,서울특별시,마포구,신공덕동,16
2021,8,서울특별시,마포구,신공덕동,13
2021,9,서울특별시,마포구,신공덕동,9
2021,10,서울특별시,마포구,신공덕동,2
2021,11,서울특별시,마포구,신공덕동,29
2021,12,서울특별시,마포구,신공덕동,63
2022,1,서울특별시,마포구,신공덕동,53
2022,2,서울특별시,마포구,신공덕동,598
2022,3,서울특별시,마포구,신공덕동,2456
2022,4,서울특별시,마포구,신공덕동,794
2022,5,서울특별시,마포구,신공덕동,204
2022,6,서울특별시,마포구,신공덕동,70
2022,7,서울특별시,마포구,신공덕동,506
2022,8,서울특별시,마포구,신공덕동,763
2022,9,서울특별시,마포구,신공덕동,311
2022,10,서울특별시,마포구,신공덕동,248
2022,11,서울특별시,마포구,신공덕동,388
2022,12,서울특별시,마포구,신공덕동,477
2020,1,서울특별시,마포구,신수동,0
2020,2,서울특별시,마포구,신수동,0
2020,3,서울특별시,마포구,신수동,1
2020,4,서울특별시,마포구,신수동,1
2020,5,서울특별시,마포구,신수동,0
2020,6,서울특별시,마포구,신수동,0
2020,7,서울특별시,마포구,신수동,0
2020,8,서울특별시,마포구,신수동,3
2020,9,서울특별시,마포구,신수동,1
2020,10,서울특별시,마포구,신수동,1
2020,11,서울특별시,마포구,신수동,3
2020,12,서울특별시,마포구,신수동,16
2021,1,서울특별시,마포구,신수동,7
2021,2,서울특별시,마포구,신수동,10
2021,3,서울특별시,마포구,신수동,10
2021,4,서울특별시,마포구,신수동,11
2021,5,서울특별시,마포구,신수동,2
2021,6,서울특별시,마포구,신수동,12
2021,7,서울특별시,마포구,신수동,21
2021,8,서울특별시,마포구,신수동,34
2021,9,서울특별시,마포구,신수동,39
2021,10,서울특별시,마포구,신수동,18
2021,11,서울특별시,마포구,신수동,35
2021,12,서울특별시,마포구,신수동,100
2022,1,서울특별시,마포구,신수동,71
2022,2,서울특별시,마포구,신수동,869
2022,3,서울특별시,마포구,신수동,3117
2022,4,서울특별시,마포구,신수동,1124
2022,5,서울특별시,마포구,신수동,215
2022,6,서울특별시,마포구,신수동,87
2022,7,서울특별시,마포구,신수동,575
2022,8,서울특별시,마포구,신수동,945
2022,9,서울특별시,마포구,신수동,381
2022,10,서울특별시,마포구,신수동,255
2022,11,서울특별시,마포구,신수동,470
2022,12,서울특별시,마포구,신수동,615
2020,1,서울특별시,마포구,신정동,0
2020,2,서울특별시,마포구,신정동,0
2020,3,서울특별시,마포구,신정동,0
2020,4,서울특별시,마포구,신정동,0
2020,5,서울특별시,마포구,신정동,0
2020,6,서울특별시,마포구,신정동,0
2020,7,서울특별시,마포구,신정동,0
2020,8,서울특별시,마포구,신정동,1
2020,9,서울특별시,마포구,신정동,1
2020,10,서울특별시,마포구,신정동,0
2020,11,서울특별시,마포구,신정동,2
2020,12,서울특별시,마포구,신정동,1
2021,1,서울특별시,마포구,신정동,2
2021,2,서울특별시,마포구,신정동,0
2021,3,서울특별시,마포구,신정동,0
2021,4,서울특별시,마포구,신정동,1
2021,5,서울특별시,마포구,신정동,2
2021,6,서울특별시,마포구,신정동,0
2021,7,서울특별시,마포구,신정동,1
2021,8,서울특별시,마포구,신정동,2
2021,9,서울특별시,마포구,신정동,2
2021,10,서울특별시,마포구,신정동,0
2021,11,서울특별시,마포구,신정동,0
2021,12,서울특별시,마포구,신정동,9
2022,1,서울특별시,마포구,신정동,5
2022,2,서울특별시,마포구,신정동,90
2022,3,서울특별시,마포구,신정동,263
2022,4,서울특별시,마포구,신정동,123
2022,5,서울특별시,마포구,신정동,32
2022,6,서울특별시,마포구,신정동,12
2022,7,서울특별시,마포구,신정동,72
2022,8,서울특별시,마포구,신정동,105
2022,9,서울특별시,마포구,신정동,51
2022,10,서울특별시,마포구,신정동,26
2022,11,서울특별시,마포구,신정동,44
2022,12,서울특별시,마포구,신정동,62
2020,1,서울특별시,마포구,아현동,0
2020,2,서울특별시,마포구,아현동,0
2020,3,서울특별시,마포구,아현동,0
2020,4,서울특별시,마포구,아현동,0
2020,5,서울특별시,마포구,아현동,0
2020,6,서울특별시,마포구,아현동,0
2020,7,서울특별시,마포구,아현동,3
2020,8,서울특별시,마포구,아현동,7
2020,9,서울특별시,마포구,아현동,1
2020,10,서울특별시,마포구,아현동,1
2020,11,서울특별시,마포구,아현동,2
2020,12,서울특별시,마포구,아현동,27
2021,1,서울특별시,마포구,아현동,7
2021,2,서울특별시,마포구,아현동,7
2021,3,서울특별시,마포구,아현동,10
2021,4,서울특별시,마포구,아현동,12
2021,5,서울특별시,마포구,아현동,13
2021,6,서울특별시,마포구,아현동,15
2021,7,서울특별시,마포구,아현동,30
2021,8,서울특별시,마포구,아현동,25
2021,9,서울특별시,마포구,아현동,34
2021,10,서울특별시,마포구,아현동,44
2021,11,서울특별시,마포구,아현동,89
2021,12,서울특별시,마포구,아현동,162
2022,1,서울특별시,마포구,아현동,105
2022,2,서울특별시,마포구,아현동,1237
2022,3,서울특별시,마포구,아현동,4862
2022,4,서울특별시,마포구,아현동,1608
2022,5,서울특별시,마포구,아현동,336
2022,6,서울특별시,마포구,아현동,154
2022,7,서울특별시,마포구,아현동,890
2022,8,서울특별시,마포구,아현동,1380
2022,9,서울특별시,마포구,아현동,611
2022,10,서울특별시,마포구,아현동,476
2022,11,서울특별시,마포구,아현동,733
2022,12,서울특별시,마포구,아현동,898
2020,1,서울특별시,마포구,연남동,0
2020,2,서울특별시,마포구,연남동,0
2020,3,서울특별시,마포구,연남동,3
2020,4,서울특별시,마포구,연남동,0
2020,5,서울특별시,마포구,연남동,0
2020,6,서울특별시,마포구,연남동,0
2020,7,서울특별시,마포구,연남동,0
2020,8,서울특별시,마포구,연남동,8
2020,9,서울특별시,마포구,연남동,0
2020,10,서울특별시,마포구,연남동,0
2020,11,서울특별시,마포구,연남동,0
2020,12,서울특별시,마포구,연남동,18
2021,1,서울특별시,마포구,연남동,12
2021,2,서울특별시,마포구,연남동,1
2021,3,서울특별시,마포구,연남동,4
2021,4,서울특별시,마포구,연남동,5
2021,5,서울특별시,마포구,연남동,14
2021,6,서울특별시,마포구,연남동,20
2021,7,서울특별시,마포구,연남동,37
2021,8,서울특별시,마포구,연남동,36
2021,9,서울특별시,마포구,연남동,38
2021,10,서울특별시,마포구,연남동,25
2021,11,서울특별시,마포구,연남동,29
2021,12,서울특별시,마포구,연남동,58
2022,1,서울특별시,마포구,연남동,132
2022,2,서울특별시,마포구,연남동,738
2022,3,서울특별시,마포구,연남동,2594
2022,4,서울특별시,마포구,연남동,957
2022,5,서울특별시,마포구,연남동,179
2022,6,서울특별시,마포구,연남동,92
2022,7,서울특별시,마포구,연남동,514
2022,8,서울특별시,마포구,연남동,846
2022,9,서울특별시,마포구,연남동,317
2022,10,서울특별시,마포구,연남동,255
2022,11,서울특별시,마포구,연남동,446
2022,12,서울특별시,마포구,연남동,489
2020,1,서울특별시,마포구,염리동,0
2020,2,서울특별시,마포구,염리동,0
2020,3,서울특별시,마포구,염리동,0
2020,4,서울특별시,마포구,염리동,0
2020,5,서울특별시,마포구,염리동,0
2020,6,서울특별시,마포구,염리동,1
2020,7,서울특별시,마포구,염리동,0
2020,8,서울특별시,마포구,염리동,0
2020,9,서울특별시,마포구,염리동,0
2020,10,서울특별시,마포구,염리동,0
2020,11,서울특별시,마포구,염리동,5
2020,12,서울특별시,마포구,염리동,27
2021,1,서울특별시,마포구,염리동,10
2021,2,서울특별시,마포구,염리동,3
2021,3,서울특별시,마포구,염리동,6
2021,4,서울특별시,마포구,염리동,9
2021,5,서울특별시,마포구,염리동,1
2021,6,서울특별시,마포구,염리동,12
2021,7,서울특별시,마포구,염리동,39
2021,8,서울특별시,마포구,염리동,21
2021,9,서울특별시,마포구,염리동,25
2021,10,서울특별시,마포구,염리동,38
2021,11,서울특별시,마포구,염리동,60
2021,12,서울특별시,마포구,염리동,88
2022,1,서울특별시,마포구,염리동,94
2022,2,서울특별시,마포구,염리동,800
2022,3,서울특별시,마포구,염리동,3747
2022,4,서울특별시,마포구,염리동,1358
2022,5,서울특별시,마포구,염리동,258
2022,6,서울특별시,마포구,염리동,92
2022,7,서울특별시,마포구,염리동,751
2022,8,서울특별시,마포구,염리동,1053
2022,9,서울특별시,마포구,염리동,423
2022,10,서울특별시,마포구,염리동,289
2022,11,서울특별시,마포구,염리동,502
2022,12,서울특별시,마포구,염리동,669
